,precipIntensity,precipProbability,temperature,windSpeed,label
1414,0.0,0.0,40.91,1.6,0
1415,0.0,0.0,45.61,2.31,0
1416,0.0,0.0,53.91,2.93,0
1417,0.0,0.0,55.26,5.04,0
1418,0.0,0.0,57.54,4.87,0
1419,0.0,0.0,57.46,5.71,0
1420,0.0,0.0,58.47,8.01,0
1421,0.0,0.0,59.08,3.72,0
1422,0.0,0.0,59.55,2.61,0
1423,0.0,0.0,59.78,4.35,0
1424,0.0,0.0,61.97,5.8,0
1425,0.0,0.0,59.69,8.12,0
1426,0.0,0.0,56.59,10.4,0
1427,0.0,0.0,52.6,13.32,0
1428,0.0,0.0,48.61,8.84,0
1429,0.0,0.0,46.54,7.76,0
1430,0.0,0.0,44.4,6.71,0
1431,0.0,0.0,43.25,4.91,0
1432,0.0,0.0,41.87,4.57,0
1433,0.0,0.0,41.17,3.26,0
1434,0.0,0.0,38.25,1.25,0
1435,0.0,0.0,39.78,0.93,0
1436,0.0,0.0,36.68,0.84,0
1437,0.0,0.0,38.67,1.72,0
1438,0.0,0.0,40.87,2.03,0
1439,0.0,0.0,46.46,2.45,0
1440,0.0,0.0,53.97,5.91,0
1441,0.0,0.0,56.7,3.45,0
1442,0.0,0.0,57.69,5.62,0
1443,0.0,0.0,59.38,5.81,0
1444,0.0,0.0,60.87,6.93,0
1445,0.0,0.0,62.38,8.44,0
1446,0.0,0.0,62.14,7.91,0
1447,0.0,0.0,62.68,7.91,0
1448,0.0,0.0,62.85,8.11,0
1449,0.0,0.0,61.3,9.53,0
1450,0.0,0.0,56.7,8.07,0
1451,0.0,0.0,53.57,8.76,0
1452,0.0,0.0,50.32,7.3,0
1453,0.0,0.0,49.15,5.33,0
1454,0.0,0.0,45.02,4.46,0
1455,0.0,0.0,42.01,4.29,0
1456,0.0,0.0,41.6,3.8,0
1457,0.0,0.0,39.77,2.93,0
1458,0.0,0.0,38.62,0.45,0
1459,0.0,0.0,40.69,0.48,0
1460,0.0,0.0,40.43,0.83,0
1461,0.0,0.0,41.9,1.16,0
1462,0.0,0.0,43.68,1.85,0
1463,0.0,0.0,50.67,2.25,0
1464,0.0,0.0,57.24,8.0,0
1465,0.0,0.0,60.02,10.73,0
1466,0.0,0.0,60.95,9.24,0
1467,0.0,0.0,61.63,7.55,0
1468,0.0,0.0,62.74,7.97,0
1469,0.0,0.0,63.84,7.42,0
1470,0.0,0.0,63.08,7.83,0
1471,0.0,0.0,63.66,7.2,0
1472,0.0,0.0,64.4,7.12,0
1473,0.0,0.0,63.39,8.01,0
1474,0.0,0.0,59.25,9.35,0
1475,0.0,0.0,55.79,10.01,0
1476,0.0,0.0,51.55,6.78,0
1477,0.0,0.0,47.74,5.33,0
1478,0.0,0.0,47.32,6.46,0
